,review
351,The escalator from the G to the 7th train rarely works.It is best to use this to transmit G to 7.
352, is a bit confusing because there are different entrances that are quite far away in different directions (not across each other).There must be a map.I saved a long and cold walk!Go to the middle layer and check in which direction you go before scratching the metro card.The direction of the platform is displayed on the entrance sign ./ More police or security is needed .// Bruck Cleans can be done better by using the subway from Queens to Bru Clean. 
353," This is good and most trains arrive on time.There's a terrible bottle phenomenon at a really dirty and commuting time.The trains are not clear immediately at the level of uptown or downtown.Cleaning is desperately needed.The tiles are dirty, the paint is peeled off and broken, the bench is dirty, and the track is covered with garbage (but this is not amazing because most subway tracks do).A new speaker is installed but it doesn't work yet.They installed two or three accurate subway time plates 99.9%.This subway station is convenient in the surrounding area, but it requires a massive renovation work.It occurs less often at night.This station is clean enough and is in a convenient location in this neighborhood.Unusually, the direction of the train, that is, the entrance to the station is the opposite of other places, be careful if you are unfamiliar.Everything accessible.Beautiful docks and prices.The police need to take control of New York City again./The train service here is great, but the station has been done for several years without any prominent progress.There is no transit between the platform, which tends to be an obstacle to tourists who came in the wrong direction in the GCT.Many people use this station every day.If they keep it clean, we will be able to solidify all of us.It's okay.In this station, you can use free Wi-Fi and mobile phone services.Overpasses are needed between the two platforms.There is a wonderful tile work on the wall.I come out of Jackson without plugs that block 50th and water in the front of Times Square.I go to Vernon Blvd and go back to Manhattan from 50th Avenue.There is a plug there.Why is there at one end and there is no end at the end?Is it MTA BS?The water level seems to be similar.The distance to New Town Creek seems to be the same.However, it is a very good area during the day./ Even if it's okay, you have to connect the platform "
354, has a lot of stairs and long 
355," bad points: Escalators are not often operated, congested, and late at night.It's a good place and you can eat a bite.The Grand Central Terminal has a fresh and delicious food. "
356," Thank you.Unlike the spacious, ardeco style and relatively clean Metro North level, the MTA zone is crowded, crowded, and even in the elevator, it smells from an old coat -covered pile covered with 15 -year -old vinegar and corpse fur.Strangely, it is specific for the smell).The platform is always thin and crowded, as the characteristics of the main terminal, but are covered with mud that can not be described in almost everywhere.However, the platform was very clean, the service was consistent, and it was easy to access the main Grand Central Terminal.In the middle class, there is an intermittent act, so it is not a waste of time./Most of the reviews here are about Grand Central.But this is the Grand Central subway station location. "
357, New York has no public transportation! 
358, New York has no public transportation! 
359,". Lastly: The road from the port office to Time Square is a hellish experience, but the commuters lament is a great role in empathizing/discouraged to you.I want to express my greatest gratitude to Norman B. COLP came up with the work. "", I hate Times Square.It's really terrible.If you are a tourist, avoid Times Square.This station is deeper, so get the free transfer for the desired period.Thank you Chow./ Easy to use the subway.I'm busy but I can manage ./ I like New York Times Square…Let's start with the places to visit.Details/This is a typical NYC subway/train station.It is full of people and is not the cleanest place on Earth.But if you know where you are going, you can read the train timetable, and know where the line is going, all preparations must be completed.I am from Ohio and I want to go wherever I want to go.Again in the train or subway.The station has a ""Help"" button that can be pressed if it needs to help you find out where it should be.But it's always noisy, so be ready to get closer to the speaker or to ask for repeated response..Also, if you are a retired group, the elderly or the disabled, do not forget to mention the discount $ $ when you receive a ticket for people from other regions.Hello, vacation is to save some money.There are so many things to do here and there, and there are too many entertainers on the street and train stations.There are a lot of restaurants around. "
360," smoking sewers, people sleeping in the streets (all, air injection mattresses, clean seats!& ,,, "
361," ?????The theater is preparing for the opening and the Times Square is busy ... Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.I did.Thank you for allowing everyone to use it !!!/I always have a new sight.I've lived in New Jersey for over 20 years and it's beautiful to walk in New York Times Square again every time I go.But this place should not be at the top of any tourist list.And the worse thing is that Wi-Fi does not work with everyone.Considering the gorgeous appearance, the bathroom is also a pit ??????????/It is no longer a good place to visit and work.Due to Corona 19, this area has been transformed forever as a homeless mecca as most companies and hotels have closed.It causes perfume.forever.historic.You must check if you live in the planet district.You can use the shuttle to the Grand Central Station. "
362," did well/as a picture of New York, beautiful and modern subway lines/This person is aggressive.He threatened to hit you and do something lewd to the person sitting opposite.As a result, we reported to the police in the finals.She came and saw him and immediately started wearing a jacket and did not admit anything.The police turned around and left.This man also stayed in it while the train was moving.Perhaps it will be very clean because it is not as much traffic as other central herbal stations.In most cases, there are MTA staff in the booth.Except for distance elevators.The outside is dirty and the interior is used as a urinal.The longest of the escalators I have seen.Very clean and bright lighting. "
363,Error
364,"The last station of Uptown 6.There is an overpass directly connected to Pelham Bay Park.This station has an elevator, which does not work dirty and always.There is a Dunkin donut across the street and a magazine at the bottom of the train station.This train station was always dirty.The good thing is that you don't wait for a train to the city for a long time.To avoid confusion, you need to change the name of this location. "
365," \The train was giving noisy on the express track.One of the best stations in the MTA system is now a terrible place to wait for the train.(There is a space where the MTA can run the next train to Pelham Bay Park between Buhre and Middletown.The airport will teach you when the plane arrives, it will be 9 o'clock. It will teach you how to make a sound. Canada will continue to worry about 2 pounds., The family doesn't seem to be drawn. But that doesn't mean that a huge 9 o'clock must humming to serve a hungry baby on the plane. "", It's a train station ... There is a seat ...Trains that burn and drop people sometimes come here.There is a booth where you can get information or pay an entrance fee.Yes ... Oh and I'm in Bronx ... I'm in BUHRE./ It's an ordinary subway station, but it's almost always clean/I can't evaluate it because it's in the area, not the exact location.This is necessary./ Clean and easy to explore.Good works of art/station are clean and well managed ./ Very good and not good./ If a delay occurs, you must arrive on time./ It's not a friendly place."
366,"As of September 2017, it is the most ugly 6th train station in Bronx.All other expensive stations have been renovated, but this station does not seem to be.Did you lack funds?Is it because of the adjacent train?Who knows.Since there is no elevator, the station is on the ground, so some mobility is required.It is estimated to be about 60-70 steps from the first floor to the subway platform.Since construction is underway in the square, some of the stops for connecting buses have reduced the atmospheric space.After paying the fee, I added a photo of the countdown clock that can be seen before climbing the stairs on the platform..Trains come at a reasonable speed except for late time, and usually there are not many people in normal time.There are many places that connect by bus outside the station.The station is not so dirty.The average of NYC.In repair, it is in progress.There are several buses that stop around.There are many commuters during the day.There are many elementary school students because there are high schools nearby.are you okay.It's not worse than I saw/It's a good place to see more shops and restaurants than the train stop.Thank you ./ I like stained glass.really good.White castle nearby.There are many stairs and the entrance to the disabled./There is a nice park next to the subway and local shops.I have lived in this area since 1992.I can eat/I wonder why there is no escalator in this station.Wheelchair access is not possible and not clean.Small and clean ..... New York Bronx Upper.I do not have a lot of traffic to many children/I need the best stop/labbit/like/I need an elevator."
367,"I took a train back to Broncrong on 52th Avenue, but I missed the stop and got off at Brook Ave because of trans phobia ??./There was no problem for four years while taking it to school.In the last few years, I have seen this while using this station.They keep it quite clean, but the rat problem is to be worried!I just saw another mouse when I approached the bench to sit and wait for the train.I told the booth staff that she didn't care!/This station is definitely broken and left unattended.The neighborhood is a bit ambiguous./In summer, the basement is too hot.AC will be great in all stations.At least they are fixing or trying to fix the MTA ????…/Very good ... Wander through the streets of New York.But I think I should clean it.As you did at Manhattan and other Boros stations.Perhaps Mike Prince can help:)/)/The number of rats processing trains as pesticides is decreasing.No digital information kiosk/can be cleaner.Line 6 runs quite often.Here you offer free Wi-Fi..It should be cleaner, but it is very useful and beneficial for stations higher than average.It prevents inconvenience and delay./ Because there is no drug at all, it is a quiet area.It's still a lot of rats on the platform.5 pieces/\ u0001Fae1…/Very dirty station ... Like the surrounding streets/Express trains start to skip this station../ Very good/smelly and dirty station.Be careful .../very close to work./ Wait for the bus/General New York Train Station/Good/Good/Good/N/Ooe Train Station./ Your/Great Bronxes"
368,"Passing there is always fine and the commute is always safe.The area around the station can't be better than this!It's a bit scary to go around at night.The station is clean and the police are always resident, so I can feel safe./ I was so impressed with this comment and survey, and I was so tired of this violence that was happening throughout the earth.It's not really dirty and especially at night.It doesn't look like a safe station and has never seen accessible interests.The police are not good because the stay is very limited.Cleaning is certain, but hygiene is not the top priority.Be very careful on the crowded subway.And keep in mind that there is a police station right upstairs.People open the emergency text and just go in.It is unfair for those who pay the fee.The worse is when someone does not pay the fee and complains about the poor service.A little cleaning will also help.I think I saw this station cleaning at 10 am.Russian War is always insane and delays always occur.But the worst is a late night when the schedule is not posted at all online or inverse boarding signs.This station also requires a handicap elevator that is essential for people in wheelchairs.Both of them work late at night will never help when the machine does not work.I have seen some of them fall asleep or have been in the next room for hours (pretending to be in the bathroom).Some pillars are too oxidized from the floor and are not safe.Some of them can smell the urine.This station is the only station to Manhattan, so it is an important means of communication in this area.The station is a bit messy.There are a few buses outside.There were a few entrance gates, but I found one.I can't see the staff in the field.The train runs in both directions, including Manhattan and Bronx's St. Park scammer.Located in 138ST Alexander Ave.40 districts (police station).This subway station is old and requires a massive renovation work (welcome to come to Bronx).The station provides a 24 -hour full -service token booth, and 138th Street has a second entrance with a token booth (a Metro card purchase machine alone).And 3rd Avenue.This station never looks clean or safe.This is not a wheelchair access station and no elevator and steep stairs.Very cold in winter.Very hot in summer.Pay a fee.There are plain clothes police or traffic police in uniforms for 85%.When you arrive here, there is an estimated time.This station has a booth for a subway store selling newspapers, snacks, drinks and other convenient miscellaneous goods.The owner is very kind: this station is really long and not filled.This is the last stop of Bronx, but before you go to Manhattan, there is a possibility of riding a full train.It was posted.In my memory, it might have been four and three.But all I saw was to draw a picture of the ceiling of the track to the south.Where did the money go?Assuming that 1,000 people per day are paying $ 2.75 for Manhattan or Brooklyn (in this station), $ 82,500 a month.Where is this money going?It is one station, one -way passage, and we all know that 1,000 people are low estimates. "
369," We can also see the marks marked ""wet paint"" in hard and rusty supports and that the paint is not painted.It is clearly seen.Everyone laughed with a picture on the FB.It's comfortable and good, but I hope there's a lot of competition in the subway trip.Perhaps they will act together./There were many police officers there, but now it is time to turn on the paint work and lights more./ The creepy subway station I have gone to the rats and homeless people are always around.The 138th Street is located in the MOTT HAVEN zone (6) and SLOW Services and <6> Fast Services are operated.It is not a station that 138th Street is in a neighborhood that is not safe.Instead, it's a good idea to use other stations or buses./ It's very dark, so you need to update the elevator and upgrade the lighting!It may not be a little safe at night.At least the express train stops here./Best grade!The food was fresh and hot!/This facility needs repair and it looks abandoned ./Nyc MTA./It's close to buses and trains, but it's impossible to access wheelchairs.It looks dirty and broken ./ Good station may require some cleaning.Go from point A to point B./ Need work/very quiet and good place/messy and furious.Typical New York Subway Station/Good Train Stop.The small one of the bx.6 train ./ I need more hygiene./6Train is the worst stop! "
370," One thing that's unfortunate is that there's no bathroom like all NYC subway stations!Since it is a major station, both express and slow trains stop here.The station is completely ADA complaints.The highest layer is the middle two, then there is a Bronx row platform, and the lowest floor has a downtown train.The station is always very crowded, especially in commuting time, where everyone in the station turns like a small village at the same time.To move to the basement, you need a shade elevator.are you okay.It's just an ordinary Harlem subway.A bad train arrived on time.I don't want to sit here and talk about cleanliness.NYC Subway.ㅋㅋㅋ It's all dirty, so it was okay.I took it from A to B quickly.And that's all/this station is unpleasant about 75% of time.Stain, the garbage of the platform, the urine of the elevator.Homeless, drug addicts, and mental illnesses have a big problem.Police and poetry do nothing to solve this problem.It is a major transfer point used by most commuters, so it is busy and congested for most time.I usually die around 10 pm and come back around 5 am.The guests are all afraid .... "
371," The train of this line is delayed on weekends.You can't escape from a distance or subway station.Be careful..The line itself may sometimes have a lot of currency, but in most cases it is very stable.Train 6 is on the top and train 4-5 is at the bottom.There may be crazy people here and there, but it is not new to me, and if you do so, we welcome you to NYC.If people refer to the Second Ave here, they feel uncomfortable.As of 2017, this line is up to 96th Street.The second stage is still in progress, so be calm.This is a LEXINGTON AVE route, not Second Ave.If you need the Second Avenue service, please use M15-SBS.Walking from Lexington to Second is not a big deal.They removed their seats and made them age or sick..Interesting characters do not recommend taking cash out before anyone, and no one believes./It is a very good access area.It is connected to three subway, five bus lines, and metronorth, but the station is dirty and the same is true of the nearby restaurant.Metro North connection route is available with 4/5/6-MTA/train.Is the burning smell terrible ??/Basically, it is a typical subway station with a feeling of Harlem.Drugs own the station.It is good not.The platform may be very full when the train is delayed or the entire customs clearance of the train is required.At 5:40, people stand out from the front of the train to the back.Come on ... this is the daily ""service"".PlatformIt is not completely safe compared to the number of strollers and children.There are too many homeless people and people are rude to the WOST train station in Manhattan.In Manhattan, the 125 Street and Bowling Green are executed, so they skip the two stations of Full Street and Wall Street.In the Brooklyn Express, I go between Borough Hall and Franklin Avenue, but I skip five stations except Church Avenue between the weekly express and Franklin Avenue and Flatbush Avenue!If you take 2, 3 or 4, 5, 6, you'll be on the same plane. But be careful because it's a zombie land.The train has always been full .. I have been doing this for more than two years, and I can't believe that nothing has changed. Ah, and the elevator is always overweight instead of a disabled or pregnant woman, and it doesn't run for half.../ Sometimes when the train arrives, people here are very rude.Morning time is the worst time./It's an Esperanto train to make a NYCHA train.There are many many, so we do not recommend drinking.Otherwise, 5 stars/always crowded but safe enough./ The crowd is good.There is an elevator.The arrival board is usually accurate, and this station is not very clean.There are always so many people that the train is often delayed.To visit ??/The interior is very dirty.I don't want to ride the 4, 5, 6 lines .../The area is a bit dirty, very safe and busy during the day./Rona is a lot of homeless people around./Harlem World !!!Happy people!good people!Beautiful woman and food are elite !!!/In the past, there was a 24 -hour supermarket on the top, so it was suitable for late -night shopping.If you are not from NYC, get off or pay attention to other stations.Regular, N and R trains ??It will be proposed to the north terminal./There is always something happening in this station.It is so crowded, so hot, and full of people who demand swipes./ Totally I hate this train station, Nerf said/This is the point that comes to the city from Bronx, which you know .... It may be cleaner.It's a big station !!!!!!!!/Many crazy people of these people seem to always push someone on the track.no see??…/I like it.Because it keeps telling how the subway runs.There are shops, restaurants, and other shops.But I think it's the whole of New York.This is, Harlem is nothing more to mention, #Harlem World/??Are there any crazy people ?? "
372,"Here, drugs are openly traded, and there are no guards at the subway station, and addicts can open an emergency exit and take the train for free.I never want to drive again in this station./Many drug addicts sell the latest boost items.They need to be careful and self -awareness when they go through the streets as legally, and this must be the most sketch of the subway station I've ever been.Rotate your head here and do not come after dark.Women should be especially careful.There are many homeless and drug addicts outside.Very crowded ./ Be careful when using this station at night.Be careful and safe.It's a bit scary at night ./ The platform is as clean as the New York subway station (not completely dirty), but there are four stars because the indicator of Wi-Fi and the next train will come.This station is crowded while taking the train to Bronx.Except for the day of the week unless you go to work in general?It's amazing because the train station is not crowded at any given time.The service can be slightly improved to alleviate the congestion that occurs in the station to 125th Street.While going in the other direction, there are few people because there are few people after 125th Street to the city.I have been to see how long the social distance sticker is, which can be understood, but now there are no one who actually follows it.The station is relatively clean and natural.I saw employees who kept their places every day or as much as possible, and there was no other complaint about the station as far as I knew.We are planning a project plan for.I love New York. "
373,"This station is becoming a ghetto, and it is safe and lightning well and clean.There is a police officer next to the subway platform and the external token office booth.Canibis to help those who need help ??Please use indica and CBL oil for medical and career treatment !!!…/Excellent station.In the Russian War, many children and teenagers gather in this role.The clicking sound of the express train can sometimes be noisy.There is also a mobile phone service and a free Wi-Fi, and there is also a start-up sign.I'm depressed.It is just another dirty station that needs to be cleaned below the average station.Trains and buses 2, 3, 4, 5, 6 are within the safe access range of our community.It is important to me because I carry a stroller.The station is on the 110th Avenue and Lex AVE of the upper Eastside./90's crazy broadcasting station, the entrance very close to the calmness/train is now.Not pretty but very functional.Go to the right of the street.Uptown trains are on the east and the uptown train is east.LEXINGTON AVE, downtown.There's a bench towards the wall/it's excellent and it's really close to Central Park.All in order/6 trains may be much better/I love this area.Horrible"
374,"The subway station is wide and clean!/It's a new station.Very artistic and modern.There are many seats for the waiting room.Residential areas with coffee shops and Delhi restaurants around me.The end of the East Harlem moved from one place to another, as if the general station/subway station of East Harlem/UES was created.Follow me all over the Internet: You must dismiss one of the booths of the 96th Route No. 66 in the Internet.He saw that I went into unlimited and walked the streets to bring an umbrella from the workplace.He did not even allow me to enter the system without waiting for 18 minutes.There is no help or courtesy at all.It is disgusting customer service and action, but it is not surprising in that it is MTA.If you do not want to sit in the platform area, the seat space on the track.I hope all the trains are made that way.It's not ADA standard, but there's a Wi-Fi and cellular service in the station.Very artistic and modern.There are many seats for the waiting room.Metropolitan Hospital is one block away.Residential area with coffee shops and Delhi restaurants around.Since it is a local route, you can change to uptown at 86th St. on an express downtown or 125th st..This location is not the Second Ave Q.This is not the Q train of the secondary line.This is the 6th of the Lexington Avenue line.Honestly, how do you don't know where to review and review your place?96th Reverse Q Train, especially early morning, not a lot, and later, many homeless people are sleeping, but the worst is the smell.It's crowded, but it's okay to go to the city, go to downtown, uptown, or ride a train.If you are not good at health avoid it!/It's similar to a train, but there's a long distance to walk from home.And safe subway station/is okay.There are many people from various places, so it can sometimes be dirty.Elevator consciousness support.There is a graffiti there/very safe and clean/bad place.I saw a better place.The subway is better for the 2nd Avenue.Honestly, I saw better./ The northeast staircase is always being repaired and the water leaks at the station when it rains./ Beautiful, nice and clean subway./ 6 trains I miss to live one block from a place where I often go.There aren't many.Historic place of history.It's not a express stop./I live on 97th Street.Morningside Heights is clunky and noble.It is the original UWS, but the jazz club and the unusual business have been replaced by the city's ""service"" customers and an effort to do not add texture to the neighbors.It's pretty clean or at least covered with garbage, shit, and urine.There are no wonderful murals like 86, 81, 72.SOLID 4!Inexperienced characters are allowed to roam on the subway platform and there is no security for safety.If you need help, make your own decision.There is only one automatic seller who can buy MetROCARD.Stairs and stairs require maintenance.The staircase and staircase should be wider so that they can accommodate a lot of traffic during commute time.Woo -Ho Ho "
375, do not use this station.Walk a few blocks and go to Grand Central./Metro Station. 
376," It is located in East Town Manhattan.I can't like the (E) and (m) platforms too deep, but the subway entrance is beautiful!/It feels like it's in the oven, and of course the train is delayed.Thank you to the MTA for providing a great service.Even in summer, the station was in full swing !!!!!!!!!Someone will get a heat stroke!Something must change as soon as possible/relatively clean station with clear signs.Various train routes can be used.Is it possible to access one side of the Eastside community, university, hospital/platform?This information is not printed on New York subway map?/It's a historic subway ..../The train is a mess "
377, people are disgusting 
378," bad points: Escalators are not often operated, congested, and late at night.It's a good place and you can eat a bite.The Grand Central Terminal has a fresh and delicious food. "
379," Thank you.Unlike the spacious, ardeco style and relatively clean Metro North level, the MTA zone is crowded, crowded, and even in the elevator, it smells from an old coat -covered pile covered with 15 -year -old vinegar and corpse fur.Strangely, it is specific for the smell).The platform is always thin and crowded, as the characteristics of the main terminal, but are covered with mud that can not be described in almost everywhere.However, the platform was very clean, the service was consistent, and it was easy to access the main Grand Central Terminal.In the middle class, there is an intermittent act, so it is not a waste of time./Most of the reviews here are about Grand Central.But this is the Grand Central subway station location. "
380," The cost of traveling is $ 2.75.It is quite easy to connect between the path, which is especially important on the weekend when the path to the World Trade Center is closed.It takes a long time because I go to Journal Square and transfer to other trains. ""Even though there are schedules and boards that are updated with ""real -time information"", they can be reliable as much as 8 times of magic.It must be managed/There is no way to pay with a decent path/Apple Pay compared to other stations in New York, and you need to buy a ticket card!It is one of the main stations that can ride the PATH train.Very busy but clearly displayed guidelines/worst train stations in New York.Credit cards for touch and high in the ticket gate, Apple Pay cannot be used, and vending vending vending cards can be purchased in the 1980s, and cash cannot be used.I tried to buy a ticket with a credit card, but it was a nightmare.It took 12 hours.Try to finally make a ticket issuing a ticket.It was really the worst experience./ New York is a very nice and clean subway station in New York.I have tried more than seven times on each computer, but I can't handle it.Others require accurate change.I gave up almost without any help, and I tried it last time just before using the Uber, and I could buy two travel cards without recharging.The same is true for WTC machines.It's the worst machine needed to board the train, but it doesn't work.This is a great location if you want to board the PATH train from Manhattan to New Jersey.Journal Square, in particular, is not only Jersey City but also the main location/transportation hub of New Jersey and New York City.I like how to board a special path metrocard.The fare is now $ 2.75 in the United States.Disagreement.It's a bit confusing to go around when you pass it for the first time, but after passing through the PATH stop, you will be able to go to a decent place where you can go elsewhere in the city.Most of the North Jersey can be easily accessible.Hoboken train seems to be a bit less crowded, but it's just the day I rode.The service is fine. There are good days and bad days. It is better than sitting on traffic and paying for parking fees and tolls. ""This overlap is a fascinating multi -layered subway station.Add the path line to see the tremendous flow of people from all autonomous districts and people from Hoboken and Journal Square.Unfortunately, one of the most crowded exits heading to the streets is currently under construction, so the entrance/exit is crowded and sometimes conflict with passengers who move in the opposite direction.So walk easily and carefully when you are here.In the summer when the entire basement turns into a furnace, you can arrive close to the desired departure time (the timetable is posted on the PATH homepage), so you don't have to be underground for too long, and you don't have to suffer in the heat..If you don't have a ticket, it may take time to buy, so assign an extra time.This station is directly connected to Manhattan Mall/JC Penny, so it is convenient for those who want to shopping.//It is excellent in access to Empire State Building to Empire State Building.Route 6 is very crowded, so avoid commute.Nevertheless, the train operates quite often.Use for more than 1 year.It is impossible to buy a ticket every time, and every time you miss the train./Train station to NJ PATH.That was my first impression of New York. "
381,-pizza violates 2 stars.But it's not the biggest subway in Manhattan. 
382,"As Bette Davis said, ""It's really garbage!""This station is a mixed bag because some parts are actually attractive depending on the route, but if you need to transfer the route, you have to hold your breath or walk along a narrow platform for a few signs.If you don't want to get a bad smell, take a breath with your mouth.Daniel Enriquez/""Umejo Food, Perfect Service and Mejo People !! #Marsala New York"""
383,". Finally, during the last construction of the screen door, the platform of Line 1 is under construction, so it is very messy.In many ways, it is difficult to access, and the transfer distance is so far that you have to go well./The transit station (Line 1) and Line 5 are deep in the "
384, The transfer is too long.It is not possible to Yeouido/Public transportation is close to Yeouido and Yeouido affair 
385," It is easy to connect with the main shopping malls and transfers.NITX Youth-2 Sinjeongji Line-Line 1-Line 2 Main Lines There are a lot of people.One/especially Line 1 is crowded!/Complex/People used a lot/Seoul Transportation Corporation ~ ♡!/It is convenient as a passenger station in the gin tonic/transit station/Transit Station (Line 1)/It's so fun/Very crowded/Most complex/Very good. ^^/transfer/where?subway station/??…/Not bad/There are many people./Complex station/Sindorim. Subway Station,/People's North/Subway Movement/Subway Station/Sindorim Station is the hub of Seoul subway lines.You can search the destination with more details/trains that are easy to burn.But Line 9 does not pass here.Jin Kimbab Shop at the Central Station platform is the most unkind and second most expensive place I have seen in Korea for three weeks.It's a good and systematic station, but it's always crowded.We need to listen to where the train is going.Besides, why is the ground park space so much money?Anyway, the worst transfer station.The guidance is a mess and the people who use it are messed up and do not transfer to Sindorim Station.No, there is no transfer.In order to go to each zone, not the elevator is connected at once.Details/12:30 The Dong -Incheon Express Timetable is not correct./ The transfer of the subway station with a very large congestion of Sindorim Station.(2023.03.04)/It is a subway station to use.It is not connected, but to go to each zone to move to a dedicated elevator./Sindorim Station transfer.Homeplus.D -Cube City/There are so many users.D -Cube Hyundai Department Store and Techno Mart.If you pass by the subway without a subway, the underground passage or the ground is good, and it is secluded and easy to use.It's good to get off at Sindorim Station, but I want to take a taxi. It is Sindorim Station that makes me crush.It's fun to watch things for a while, and the convenience store hamburgers and chili hot dogs in the direction of down line 1 are delicious.To check the appearance of Sindorim Station, you may want to check the work of Adam Magyar using slow motion.It is good to use like a park around.There are large shopping malls such as Techno Mart and D -Cube City.Here's bad .. I'm going to Jinwi, but I'm going to transfer to Sindorim, but I don't really come, I don't have any guides.I don't think of people for the time being "
386," If you don't have any miscellaneous people, I think this role like hell will be better..In the commute time .../The line (Line 1) overlaps and operates alternately in the direction of Shinchang and Incheon./Many people.Hyundai Department Store at Exit 1.Exit 2 is Techno Mart.E -Mart in the basement.There are many places to go.Especially during the commute time ... D -Cube City, Techno Mart is connected./ The station is so crowded ... especially in commuting time, Hel ...The tracks of the row are overlapped and it is inconvenient to ride the train.There are so many/I like traffic. The disadvantage of being crowded/always a lot of people/There are many people/E -Mart and Techno Mart are comfortable in one place.It is convenient for traffic/too complicated and lack of guidance/There are so many people.ㆍ Cheonan, Incheon, Line 2 · Train is a complicated place/Good/D -Cube Citi.The worst subway/The more you go to the place where you can know the value/the ground history is rarely used.Oh, I really leave my friend's bag here ................................... Sad/why?Is this only open?/It's crowded, but traffic is comfortable.Cho Hell Cheol ㄷ ㄷ ㄷ/Dear Military Road Hell ㅠㅠ/Light Station It is good/Pigeon frequently moved/places with many possibilities/worst transit sections/complicated ~Received land/complex complex/too complicated/Subway Station/Sindorim Station/Meer burst/subway station/Line 2 and Line 1 and Line 1.It is under the techno mart.There are many shops you can look around.Hyundai Department Store is close to E -Mart.Almost everything is here: there are two subway stations on Line 1 and Line 2.Next to the station is a shopping mall with Hyundai Department Store.Ansan/Suwon express train stops ./140/234"
387,"AK plaza is ruined.There's also a lot of platforms, so there's a lot of confusion "
388, has no money to make a roof 
389,"Because there is a fire near Yeokgok Station, I try to get off from "
390," Sometimes when I feel bad, I want to sue for threatening crimes "
391,Error
392,It is a station where Sanggye Station/station attendants (Line 7) are quite chilly and respond to the customer and hesitate to talk to young customers.Be careful.It is better to use it at Gun Nowon Station./ The environment around Sanggye Station 
393,.It is not good because it is a place that is used frequently.. 
394,"The transfer is very inconvenient/The floating population is complicated, and some outlets are Escalator installation construction, which is a little uncomfortable, "
395,.The transfer section of the Hobu Line and Line 7 is quite long../ The transfer distance is too far 
396,"1 exit is a platform, a Hanaro Mart, a zero gravity area, a stalls (basketball coat), and a subway…There are no details/a few station exits, but every time I come out, I'm confused.As with all of the lines 1, the young evaluations are not good here.It's an old history.The exit is complicated.The facility is under construction, but it may be a little uncomfortable! Later, it is convenient to say that the GTX train passes, and there is no screen door on Line 1.I don't know why I give 2-3 points.There's/I'm loud because I'm doing a subway station track. @@/"
397," is also not installed in the screen door.However, the Mija history remains unspecified.Members of the regional parliament are incompetent.If you are in the election, you will solve the private history.I don't know anything else, and exit 2 is too messy.The stalls are illegally occupied, so it's messy and noisy.In short, it is incompetent.Are you interested in creating a pleasant Changdong station, a local residents?Even again, the locals who are re -eliminating during the election will have to wake up/Will the completion of private history, which have been going on for several years, will always be?Despite many users, it harms the city's aesthetics because of the realized private history, which has been interrupted.It feels a little cheaper than nearby Nowon Station or Suyu Station,/Subway Station, Line 4 and Line 1 transfer to the section/Changdong Station Exit 1 Platform.There is a collection box and a locker. "
398,"Obviously, the traffic is based on the right traffic, but I can't go down because of the people who come up all at once.I don't like to ride the train every time.Even people who are not basic are a problem, but I want you to do some alternatives.Is there a law that doesn't have an accident?ㅜ/This is the only sushi restaurant to eat around.Do you know if the shop around you are kind?Near this station, a very strange neighborhood is not found at all.There are quite a lot of merchants who are selling something like the boss.Really annoying neighborhood.The station attendant of this station is also very unkind.I don't understand why this is not the case.When I go out, I have been to meet with a friend of the sights, Ssangmun Station, and Memories.Exit 2 of Ssangmun Station is in front of the mayor and the church, so it is inconvenient because the elderly and people are under the crowd/mayor.In the past, there were a lot of Dooli decorations, so it was pretty/Dobong -ro is convenient to transfer.It is very crowded during commute.
History feels old, rather better/convenient average enemy/You were happy"
399, I am not proud. 
400," Cobid 19 should be gone quickly, but I'm worried about it ... "
401," uncomfortable: You can use the escalator to move the express train from Seoul Airport to Line 4 and move to the exit when you arrive at this station.But there are a few places without escalators or elevators!Especially when we arrive at the exit.Fortunately, our luggage can be a nightmare to see people with small but big baggage!If you have a big and heavy burden, you can consider using the airport bus instead (the price is twice as much as the express train), but you don't have to make the stairs hard on the subway.The interior is complicated, so I am using the stairs.You may have missed the elevator in the subway, but the exit is definitely a staircase!In the basement, you can enjoy a clothes store and a confectionery shop or underground.There are many cosmetics shops and stalls on top!Because the attracting guests is strong, it is better to refuse to refuse to say `` It's okay (it's okay-so) '' without giving Japaneseness (laughs) (laughs).!But it's fun because it's cheap ~!Occasionally, there are people who are guiding Japanese and English./There is an elevator at Exit 1 of Myeong -dong Station.The socks were cheap and 7,000 won for 7 shots.It is easy to use.!!/Myeongdong business district is similar to Taipei's Ximunding, making it very easy to visit.If you are a tourist in Seoul, please stop by!If you have a representative tourist attraction in Korea, this is a must -see place.There are so many people coming to shopping, such as Myeong -dong, Myeong -dong, and the holiday season.From boutiques to Lotte, department stores have everything they need, but there are certain reasons for department stores, one of Korea's most popular attractions.There are so many shops here, and the latest trends are gathered.There are many alleys.If you tight time, you can see only one area.When you come to Seoul, you have to stop by Myeong -dong.Because the Myeong -dong commercial district is really good, I bought a sock at the store for a few more days.The woman with a short hair was very rude with a terrible attitude.I went to shopping. "
402," If you come out of the station, there are many homeless people and cluttered atmosphere "
403,N something is a bit vague and dark 
