,review
579," This station is a state -of -the -art station, and according to my experience, there is always a train waiting for departure.There is not so many people now.It is clear that there is a very large plan for the area, and the MTA ensures that it can accommodate the future crowds.Unlike the bathroom tiles, it looks very modern and clean because of the beautifully designed murals decoded on the wall.Do not misunderstand.There is nothing opposite to classical construction, but it feels like the entire bathroom tile installation work that has been in progress for decades is in a huge toilet.7, which ends here, is only hopeful of the crowds that will be flocked to the surrounding development area./ This is a new station (relatively) with modern buildings, but if you look closely, you can wear signs and maintenance defects (eg escalator ceiling)). "
580," and exaggerated escalator.That's right.It's long, but it's long, but go to the DC subway and see what the deep subway station looks like.Oh, and the DC subway station is much older, but it looks more new and the management is better.They are definitely doing something right.The MTA seems to never be found.I don't like it.The escalator is steep and long.It is unimaginable to climb up and down the stairs.You can easily walk to Hudson Yards and Javits Convention Center.Very good station.It's very perfect./Beautiful station with one of the longest escalators in the world.It is very new and very convenient for the extra west and the Javits Center.Also, for those who need it, you can access the disabled by using an escalator and elevator.It is also a wonderful ending station where you can line up to the end.Besides, 7 is a great thing in the city, you can go anywhere and connect with everything.This is a quick way to attend the event of the Javits Center.The station is modern and the park on it is wonderful.The worst part is a long escalator that runs from the track to the distance./ This station, built for the future high -rise building community around 34th and 11th Street, is a modern added station to the MTA subway system.The huge front door is in a dead end, and there is an elevator.(The entire station comply with ADA.) The upper mezzanine has a toilet, the lower mezzanine has a lot of space, and there is a display on the wall.As with expectations for future crowds, the platform level is very wide.The whole station is also bright.(The only reason for the four stars is that leaks have been reported around the station ... but it is expected to be because the station was built near the river.)The last station of the route .../Amazing subway station.This is a good way to go west.The Jarvis Center is on the corner and offers a breathtaking view of the highline.A must -see attraction.If you are in Grand Central or Time Square, take 7 here.I was a little surprised by the big escalator.It is interesting to ride a long and deep escalator.The depth is 109 feet.It is also interesting that the elevator in the station is also inclined.Please check if you are on your own.You can use the convention center and the new HUDSON YARDS area under construction.ㅋㅋㅋ It was fun to surf the subway by riding the trains 7 times from Hudson Yard 34.In fact, it's really a good breeze/Thanks to this new station, it's very close to the Megabus platform.There is also a new station, and the station premises are kept clean, and even many works of art are available.The escalator is quite long, but you can sit comfortably and ride comfortably.One of the most popular places is the Highline Park, which is currently extending to 34th Street. "
581,"It provides a great view.Including straight.Wow!There is only one block away from the Jacob Javis Convention Center and Highline Park.The Hudson River and New Jersey's prospects are so beautiful.A must -visit place.I've been to the bus stop for the first time.I met MTA Chairman Andy byford.I went into the classic city bus.The classic bus had leather seats.I also went into a new two -car bus that adds a WiFi charger.They change the color in front of the city bus.There are dark blue, sky blue, yellow, and sky blue.I like a new MTA bus with two WiFi chargers like a snake.It is the best vehicle for the MTA bus.I want to go to another bus stop in the future.But there is no signal for the next train.There is no police officer who can help the platform ./34 Street-Hudson Yard Subway Station is one of the most future-oriented buildings in the Manhattan subway system in New York.So if you are going to Hudson Yard, take a train from Midtown to experience this wonderful ride and destination. "
582," #crossstownmanhattan #no7subway #NEWYORKCITY #ArtIntransitIt has the most cool street entrance among NYC subway stops.This is a big victory for us who visit the Javits Center.The javits center entrance is 2 blocks away.Useful Tips: The last car of the train is closer to the entrance to the Javits Center.Unfortunately, there are no signs to help find the best exit in the track level.Last stop.Retro Mirae. Use this station to visit the retro future./vessel or Hudson Yards./ New York City is a very wonderful and new subway station in New York City.Usually clean and good.The only problem is that the mobile phone signal is not serviced.The escalator of this subway station is very long.I've never experienced it until this time.BM1 and BM3 buses are not reliable at all after 8 pm.Returning to Brooklyn.I waited for a long time for the bus to come down from the 5th Street, and I had to take a train back to my home very late around 9:45 pm.They were supposed to come in 8:12 8:36 9:12 9:32, but no one came.It looks like you came from another city, but when the train arrives late and becomes dirty, you realize that it is still New York.It's quite deep underground, so be prepared for long escalators and long rows/crowds that use it.Otherwise, it's not noticeable.From shopping to a new tower that dominates the skyline, this new area of Manhattan really surpasses itself!Especially the works and murals are really beautiful.The stairs are steep but are escalators, so be careful.There is an elevator for the disabled.In addition, as of 2017, many constructions are underway.There is almost no long escalator, and the end is also required.Is there an elevator for the disabled?Hudson yard is already a new city center in New York.Several office practical high -rise buildings have been built, and the highline park has increased the spot due to The SHED Cultural Complex and several new restaurants./ New York has a very clean and future -oriented design.Especially the mosaic at the entrance.Similar to the Canary Wharf Subway Station in London./ Very modern and clean subway!There are a few wonderful mosaics.I went to this station and rode it several times when I went back home on the express train/This is the best subway station in New York City.It's so clean and new, so it's the best ever./Clean and good station .. It's close to Javits Center.It is a good station to walk the highline./ because the ground is very deep, do not look down the escalator if you have a high phobia./ Loves the architecture and the light reflects the color of the glass like a rainbow./The station is clean, unlike most stations.And the elevator goes down diagonally, not vertically!/It's a beautiful and artistic place!Too clean and shiny!And it works well!/Good service from Monday to Friday/New York's new train station ..!It's close to a friend's house ..!A place where you can take a walk and take a picture ..!/The width of the platform is clean and bright.I hope that all the buildings will be completely completed./This will also be a landmark building in New York, and visitors can book free tickets online in advance.It is one.You must visit and check it yourself./This very clean and colorful station is really worth visiting.Check out 10 years later./ Large escalators are impressive, so be careful to step on it./ I think this station is the most beautiful and clean and the latest subway station in New York.View ????…/Thank you for your work and work on this project.In particular, I have achieved great results on my commute.I say everything is all/cool, the cleanest, the latest station! "
583," is on my favorite line 7./ Do you think it's ""Mini Times Square"" ????/Very deep station, steep escalator descends/The cleanest and cool subway in New York!Towering Estelle History of Towering and Maze/Excellent and Beautiful Places with various buildings, statues, and wonderful parks./ The best designed subway station in New York./ It is a wonderful outdoor space where fun and safe events are held.!/Beautiful Station almost 6 years ago/New subway station ... It has a good access to the west./ large and clean station/I have a really good time/Clean and huge and finally there is public transportation to Hudson.Long live!/It has not been disturbed so far.It is not worth visiting.The ratio flew so that it didn't fit.A good place to ride Line 7!/It's a really cool and modern station/Easy access to good and ships/New stations of the subway/New York subway/Love!/Depot has a modern medication system.One of the best/beautiful, modern and clean station/very modern station./ satisfactory clean well inventory, friendly employee/Originally scheduled to open in 2014, but it was postponed in 2015./ I like it.The vessel is amazing./ The best and best of the best and the best in the words.??????/Finally, I have found Clean in New York/New and Beautiful MTA Subway Station./ I heard that this station will disappear in the future./ Very clean and very modern.Good design.Long Escalator/This is a new station!Check it out!/I was quite impressed with the station.Amazing New York Subway Station/Escalator is a drug !!!ㅋㅋㅋ/So far, it has been good until now.I want to go there./Clean/Good/Buripo/Clean and Spacious/Beautiful/Beautiful Art./Good and clean/good/new subway station./Amazing place !!/This diagonal \ u0001f6d7…/Great!/Visit/Great Square/Clean/Beautiful !!"
584," This is a review of the station.Very good.However, I needed a citibike dock. "
585, was impressive that the emergency gate worked with a card.Good touch.I always use it when I have a bicycle. 
586," my review tends to be a bicycle center.I don't have a car, but I will borrow my car on vacation.If this perspective is interested in you.You may want to follow my review.There is no keyword for a bicycle or bicycle on the Google map.Why is it that?There is a nice small dog park and a great run track, so people passing by must check.Parking/Upgrade has been wider.There are more spaces to wander and control.The bus stop is more distributed to reduce congestion.But I no longer live in New York City.Still, every time I visit Bronx, I always come here!This is the best place to walk, bicycle, run or picnic.A wonderful atmosphere and a wonderful package.There are a few bums who always seem to be there.There is also a religious non -mainstream group that distributes leaflets.I have lived here for 20 years, and Pelham Bay MTA employees do nothing to improve their services or attitudes.They know they are police!Clerk (not police) does nothing, but I think I will receive a lot of salary.The vacuum cleaner is not cleaned!They came out of the government program, certainly not education, and not suitable for providing food to people on the train. "
587," \I will take you. CO-OP City, Bay Plaza (Bus: BX12 SBS), Orchard Beach (BX12-Summer Month Only).There are also roads ./""dunkin donuts runs a local bus to Burger King, Bay Plaza Shopping Mall every day.It is a great park that can explore various parts of the various parts. There are five shops, including nearby stores. "", It is very convenient and does not wait for the train too long. There is no train in the track (usually exists) yesterdayI dropped the scarf and a woman found it and brought it upstairs. Thank you, I miss you.I went out to track me (the only contact in my wallet). Thank you very much!/It's always fun to come to this park.Train Station/Bronx is as beautiful as always!/I had to pay the bus fee as a coin. I had a transfer.It's a great place to go, take a break, enjoy the scenery, and get peace of mind./It's a great place to spend a day with your family and friends.This is a very good place.I have a plan to move the area/I lived in Manhattan's drainage.One dayThe night went to the station and there was a Seven -Eleven nearby./ I like it because this train helps me to work faster.It's autumn.Everything from Z to P.KAHTA DYNASTAO/You can see the highway 95 at the end of the high price.Walk./ Do I like the park ????…/Very good/large, suitable for outdoor inventions/I will go to the park and connect it with the bus./ I don't hate it/??/Very kind and helpful employees./ Quiet and good place/very cool/very quiet/very quiet/comfort/I played on the Pelham Bay Warriors soccer team./ Very good place/this station is always expected/We had a good time/Beautiful landscape/Okay/Good place/Good station/great service/help/????…/Cool/good/bathroom/amazing !!!"
588,"The train service here is fine.The tile decoration of the wall looks beautiful./This station is really beautiful, clean and safe.There is a mosaic that can be seen on the wall, you can listen to the songs of the birds under the track, and the sun rises above the north direction. "
589,"I live in two blocks, so I rarely burn the train!Because I had to pick up a car in repair, I got on the train to take a $ 1.35 senior train instead of taking a taxi!/Really clean and the train service is fine.It is also well maintained, but the train is also clean/Middletown Road is located in Bronx's Middletown-Pelham Bay section and Line 6 is always used.Middletown Road is in a very quiet neighborhood.The service is good to Pelham Bay Park, but the service is not the best for the Mannhatan train train.The station is clean and managed ./ Most trains are local trains, so it will take a long time to go to Manhattan.As I returned to Bronx, some trains were suspended in Parkchester.This is painful because I live near Middletown RD.Other than that, the train is clean and often operated./De Luxo is a very quiet place with not many people.This is one of the new reverse systems that are thought to have been rebuilt in 2015./ A good area.Clean station.The train is also clean.Safe/This is a good area, and this train stop is important in this area./ This is one of the subway stations that you can't even know if you don't get off or burn it ......Beautiful/Clean/If the outside is clean, you can use warm lamps."
590,"The train time does not indicate when it comes, but only once online, but it is not displayed for time or not.There is a wonderful public works of art./zerega Ave is in the Westchester Heights Zone in eastern Bronx./ I like the works of this station and the station is always very clean/the tile murals of the platform walls are really nice.The train service is fine./I love it very much.Their travel schedule is very accurate.I like it./For me, train 6 is one of the best IRT services.(You did well)/""Good, right next to Georges, the best restaurant :)"", very beautiful and closer to where I should go.Bronx was born and grew up.Like."
591," is late for the interview.I'm late for work.Where is my shuttle bus?As an indigenous New Yorker in this area since the train used tokens, this is unacceptable!I refused to pay again ./ The subway is good, but it's often dirty, so I prefer the subway in Queens or Manhattan./Yes/Last!When the police attend, everyone pays the fee.No one passes through the door or goes beyond the rotation door.I did well nypd./ Awesome experience.The lovely atmosphere ./metrocard machine does not work in most time when cash does not receive cash.The station is not very dirty and there is a shop in the station.There is nothing to complain about employees and it's okay.You can get a good view from the platform in the Parkchester area.The station is relatively crowded and the station tends to experience the service change.It is a good and convenient station./ I like this station!You can get the fifth star by installing the elevator at the Hunts Point Avenue and East 180th Street Station.In this area, there are mothers who work with strollers as well as the elderly and the disabled.Keep in mind this .../As you grow up in that area, you learn how to accept good and bad things together.Residential and commercial spaces are properly mixed.There are many restaurants, but there is not enough parking space ??If the train is express, it is very good and very easy.Go to the other side and return to the destination.It is very wide and relatively clean compared to the subway.The station's presence is very constant and very convenient./I really like this station.It smells good and feels good every time I go there.There are many places where you can shop, such as Macy, Marshall, and New York.There are many places to eat, such as Boston Market, Apple Bee, Poppies, Burger King, etc.I used to do Fuki here in the 70's.I sprayed water on ketchup.Feedback: Add about 3 trains in the morning commute time.The time was the same and there was no improvement for the last two to three years, and there was no express from 10 am to 11:59 am, but at that time, the service was provided and the entire bed was provided../ It is under construction./ Peaceful and quiet.At least not with people who live with you.There is no gun sound and there is no violence/<6> There are six regional trains at this station during the commute time where the trains and Pelham Bay Park.It is also on the 95th weekly highway.Express trains stop here, and six trains end here.Do not interfere with the exit so that many people do not push you sideways./Excellent/I have never been there, but I heard that it is a bad area.But the station is fine.Did you come?There are various shops.They keep Parkchester quite clean.And the area is good.A good view .../Parkchester is better than other train stations, so more work should be done in terms of repair and appearance ...I need it./Beautiful landscape of Bronx!/Very good station during the construction.You can use thermal lamps from outside ./ Compliance with a good and safe village/good service ADA and helps the disabled.It's very unfortunate to do it./Good neighborhood/especially because of express trains, it is a really good stop./itz is an official space with Good Store and Good Peepz!Dressbarns ... "", Qinggon.The place/platform is so small that there aren't many spaces that can stand.It's a good station./ They are solving the problem/recently remodeled and generally clean.It's a good place/Good area/Good/Very beautiful/Grand entrance/Good station!This is Bronx./ Laugh/BX ... Heaven !!!"
592,"whitlock Avenue station was opened on May 30, 1920, as Pelham Line extended from Huns Point Avenue to East 177th Street. .Felham Son E & C was part of a double contract known as the Dual Subway System, which was signed on March 19, 1913.The Pelham Line was built as a branch of 138th Street, Southern Boulevard, and Westchester Avenue, which runs northeast of Lexington Avenue Line.Initially, the expansion service was provided as a shuttle service that operates as an expensive vehicle.Passengers transfer to the shuttle at Hunts Point Avenue.This station was a little more convenient for going to school, and there were fewer walks.BX27/decent location from Avenue to Classons Point Ferry Terminal.There is only stairs at the end of the north (uptown).The beautiful view of the bridge, the park and the river.And (6) Most of the services are pretty good.You can also see the amtrak trains at the southern end of the north direction platform.Bronx is beautiful !!!!!/I like this place.My mother's mother once lived here.It is close to Payless and I hope there will be an elevator in some restaurants.I like artistic seats.You can buy something.New York is an external high -priced train station./ It's pretty dirty, but it's one of the best because of the express train.They take money and do not give me a metro card.It is always the same ./ The train comes every 2-5 minutes ./ Good/Revision of the Station./Excellent .../The best of the best/good"
593,"The antique silver bracelet for a small princess, which contains five antique silver trees for a nice and wonderful souvenirs, and the low price summer sale is only 30.00 + 5.95 with shipping and processing costs ... very small readersMeet listening.Check out Business.site or "
594,"ig TLR_Charmbracelets./ All train stations have disadvantages, but the train at Hunt Branch comes quickly.I use train 6 every day, but I have nothing to say bad./ The elevator works for most hours.There is always a police officer in the field.It has the advantage of being able to go to uptown or opposite to the city from the other side of the station without living in the station.This is why we make our Bronx train differently from the rest of the train.It's not the best, but I still love you./It is as convenient as most trains and is not a problem on weekends. "
595," is good.As a disabled person, I can hardly see the police day and night in this station!Please !!/It's a good place/Before cleaning it, it's the only thing you need to place the police.I think it will be a bit needed/always clean and train 6 is always on time/I was good, but I needed it/Good location ... Mecca of a variety of products.There are always a lot of people.It's completely disgusting .../very good/busy street/great station."
596,"Longwood AVE is located in Bronx's Woodstock zone and a Slower (6) service.Longwood Ave tends to smell but is a great station.(6) Services are often provided and the station is sometimes cleaned and maintained properly.One of the best hotels in South Bronxes, I like Longwood Ave in New York.This is because one of my sisters (Lorry C francois) lives with his son LEGBA CIDDE Francois.On Thursday, the Longwood city vending machine took the money from my debit card, but I didn't pay an unlimited fee to the card.But when I used a different debit card today, I did it again.Meanwhile, I have to wait two weeks to refund, but I don't have any money to go to school this week.Thank you MTA/Good Station.It's like a bench towards the wall from the pickpocket.Some of the tiles have been missing.Some lighting is brighter than other lights.It's a train station, it's simple!/It's really fantastic, friends.Train 6 always takes a long time.I hope it will be safe ./ Good/Good/Very"
597,"A good station may require some cleaning.The bench is toward the wall.But one bench has a door with a door, so someone can reach out through the bar.The chair is also dirty ./MTA access is almost complete.I proceed to the team./ If you get off the train at this stop, life becomes really dangerous.I go there at 6:45 am every day./ Pretty good subway station./ dirty place.Good/The Neighborhood reminds me of Padetbill."
598,"Peaceful and clean.Efficient service/subway station/not bad.I used to pass this stop for many years, but there was no reason to get off here.But now.Small but clean.I can't complain .../Bronx's comfortable place, I really like it.It tastes good and there is a swag ??????…/I think SPOT has flavored everywhere.There is no elevator.I need a digital information screen/I can easily go by train and close to home./This station reminds me of Harlem/This station is really dirty./It's a bad place to cross the highway."
599," There is no dirty schedule bulletin board.Thank you/Express stops, the place is torn down and the rats on the track ????…/Good/6 line !! ????…/The express train on Line 6 departs from this station./ I live near here and like it.I love you/need improvement ????…/Well/Donki Donnes/Cool/dirty"
600,"Love Harlem Nailbar.ADAM was my mail technician and never disappointed.In this station, you need to look at the surrounding environment well, and if you are outside 125th Street, not inside the station, people like to fight in this station.There is a police but near the token booth.If you act as ""wild"", we can see that you are really excited to meet you there.When some of the rough people see you and ask for change, take out your wallet and ask, ""How much"".It will be an immediate legend and icon in the neighborhood.It is also recommended to go outside.You will be able to see a lot of wild activities.The smell of this place is really great.The best experience here is the same night time as 12 am to 3 am.You will really feel the nightlife you need.It will be the last day on Earth.I recommend this area a lot at 5 points ????He was covering the entire face until I pushed it.There will be no regret of all the clothing stores that offer great sneakers and good products for clothes and sneakers.I guarantee that I like it./This station has an old vintage atmosphere.The scenery from track 3/4 is really beautiful.Especially if you are a woman, you should not go there after the sun.I avoid this area for any number.It's fun.It is a very good experience for me, but I recommend it to everyone to go to life more than once in life !!Because of the high level of value, it belongs to several areas of five autonomous districts.We are one of the reasons why New York City is not asleep.I like Harlem (New York).Harlem makes positive work possible.Harlem makes us easier to find ways to tie us into one city in New York.It is left unattended./The station often says it is dangerous, but I think it is not true.You will be fine if you have wisdom about you and care about your work.It seems to be less interested in the appearance of the MTA.Dark, dirty, very neglected.But trains are not often operated.You can catch 4, 5, 6 here.Be careful because the direction 6 changes to the east.If you don't pay attention, it is very easy to select 6 instead of 4/5./A lot of shops are available, especially for clothing.However, all three NYC train lines on the Lexington Avenue route are often crowded and crowded on the morning, late afternoon and evening commute time, especially in time, late night and weekends, not commuting hours.There are many new stores/I will treat you kindly.I'll tell you that it's completely different from before ... If I lived on 125st 3rd Ave, it's better to get off the train from 116th Street to walk home .../Lexington 125.It was a place where REED was waiting for his man with 26 $ in his hand.You can use some cleaning.There is a snack newspaper.There is an elevator from the station to the ticket gate, but there is no elevator to the station track.Someone committed suicide/It's not safe for children or adults who argue with money beggars.There are a few places where you can eat pretty good.Many people who have mentally disabled and difficulties have been tremendous confusion.They often see the toilet throughout the platform and the whole station./ The subway is great and clean, but the responsibility is for you.Streets full of K2 and drug addicts.My wife and I quickly headed to McDonald's to drink coffee because of their very uneasy heart.You can get a picture by looking at the drug doubt, the dealer, the zombies twisted from the floor, and the people who are searching for a trash can.It's a detailed/train station.Take the subway card and ride to your destination.It's not a bistro, a restaurant, a cafe or a hotel.Pay attention to your work, pay attention to your work, and no matter how disgusts of some of your fellow human attitudes.This is New York.Remember that when you go to heaven, God will not ask you about others.????…/Denise helped me to choose an air conditioner at home.I will definitely shopping with her again.You can enter on both sides of the road.You don't have to worry if you go to UP TOWN or down Town.It looks good. "
601,"/4/5/6 is a very big station.The distracted gentleman was screaming in an inconsistent.You can easily connect to the train route.4,5,6./First picture in Harlem ??/This is a good place for all southern passengers.Dead B .. Don't go outside…/Is this place so colorful ??/Own/too many people/excellent customer service.It is kind and polite.Where/??? \\ Hole can't explain here./ It's not as crazy as I used to be.Good Shopping and Food/K2 Monster's terrible crowds/new stations are so good ?????????????????/Bad/very dirty place/Harlem World 124st Lexington A/One of the busiest subways!/Good place ./125 and lex are now different/stations are cleaned.Regular on -time train station/Too hot/great train station/train !!!/Okay/I just do it/average.Achievement is achieved./The spirit of the world!Green line.It's not just."
602, We are addicted to New York. 
603,"It's a small station, but it's great and clean to ride a train on the region.This feels safer because it looks cleaner than anything else and has employees.Not often.The train runs to the city and there are not many on weekends.It is only one stop distance from the express train 96.When it rains, the station hall is often submerged in water, so bring the right shoes.It was clean and there were many people, but not crowded.It is connected to No. 1 train that takes us all over the city.Even at 5 am, I felt safe here.Tips for visitors: It's much easier to take a train from the front or back of the station.If you are in the middle of the staircase during the commute time, it is difficult to board, especially if you have a lot of people.103th Street is a simple, convenient and clean station.Sometimes two or three trains can be used if there is a problem with a general route on other routes.If this happens, two or three trains will be terminated at 137th St-City College.There is no elevator, but you can change the direction on Line 1./I like this station and line 1.I go to work safe and early./ It's clean, but the MTA is not two trains on the uptown and downtown side, but the next four trains must be updated to the next four trains.It is not easy to cross the street.The advantage is that the employee is in the field./I think this subway station has played the role of subway station properly ./ The basic station can use updates.We do not comply with ADA./ A good small station.But it achieves that purpose/This is very busy/Cool station/Bench is attached to the wall/Amani Bora, Amani Vesta./ I like this subway station !!!!! ??????/Very neat/not clean/dark/solid 1 stop ./ Cave/It's my stop"
604," is working/convenient station that connects a lot of clean and many lines.It runs here from 5:00 to 10 pm.Train B runs only on weekends, and trains A operate only at night."
605,"We have some crush on this station.She is our first person in New York.It's quite old, it's a bit left, and sometimes it looks like a public toilet.The entrance is shabby and flat, but when you go out to the exit, the New York will spread out in front of you./Modernization is required, but it is stored well.There is a lack of benches and air conditioners.Free Wi-Fi is an advantage.Lenox Hill Hospital is also nearby:/There is a busy station next to a busy hospital and no escalator or elevator.Food and service are always great.Today we ate a custom Alfredo Carbonara Lingui with vodka pen and chicken.It was great.We were happy with our choice.If you are nearby, we recommend Caffe Buon Gusto.My picture shows Linguini Carbonara Alfredo source.Everything is perfect!/Very clean subway stop.This will be the stop of Lenox Hill Hospital.(In preparation for emergency situations). "
606," ???????????/MTA is as good as it is.Of course, this will only happen in the richest areas.Let's take the subway.Here is also Wi -Fi ./lexington Avenue Subway Station Line 6.If you are heading to SummerStage, this will go together./ dirty/This stop is very pleasant!/Clean and safe/Good for tourists.????????????/Clean subway/minister"
607,It's not the most aesthetically enjoyable station you can see with your eyes.But it is still a subway station where trains operate quite a pretty good frequency.Never wait for more than 20 minutes./ Another wonderful subway station!Enjoy a lovely seating space in a nice round bench (which seems to be modern) just opposite the MTA office booth. 
608,MTA staff is usually very helpful.Remodeling is required.And check out the bulb! 
609,"mta has done amazing work to replace all the bulbs in the last few years, and many bulbs have been replaced by MTA.How many bulbs are there around @mta MTA? "
610, Tip MTA distributes masks for free. 
611," The subway is a mess/near the wall.As if there is a green circle with a lamp in 6/very clean and hard and no one bothers you.I don't know, but the train always stops here.It's easy to find, so you just have to be careful./If you need it, use the transfer tunnel to go to the 53rd station and Lexington./It's a clean train station/It helps to go home to the city island/There is no restriction and a cumbersome exchange./Great subway station/smell .... !!!/Line is the best !!!!/Escalator and elevator"
612,"The central herb of the New York subway.It is a magnificent, magnificent and large building.It is difficult to measure the size.There are numerous corridors and rooms, including a huge dining area.Just listening can make you feel like you're in a Hollywood movie.The building is beautiful and always full of people.It's amazing how clean it is.There is no flaw.One of the entrances is a sacred market that sells a variety of breakfast and prepared foods.Please go to visit.New York/Beautiful Building and a really interesting building, but in essence, it is just a train station.There aren't many things that can be done here except riding a train!The Statue of Liberty, the pen station was also excellent). "
613," The building of this building is really beautiful and fascinating.I am very happy to be the first destination for my trip to Manhattan.The station itself is very rich in NYC history and can be seen throughout the station.The ceiling paint is especially beautiful.Altho is a very old station for many years, but has a modern additional feature while keeping history vividly.It's one of my favorite stations as NYER, and it's also a place for a friend/family to visit!/Because I am a movie fan, it was a great experience to visit Grand Central Station.I often watched in movies and I really wanted to go.It is a wonderful building that catches the eye and the eye -catching wonderful architecture.no see.Be sure to check when you are in New York.Admission is free/is a wonderful station with many history inside.If it's the first time, look for a walking tour that knows the secrets of the building, such as the black spots of the ceiling, whispering halls, and mythological bars inside.The signboard is good and the smell of urine is rarely!A+/I lived in New York for many years, but it was actually a year ago that I first visited Grand Central.(It's weird?) I was surprised at so much beauty.Design, lighting, building, ceiling picture ... It was really fantastic and it is still.Take it wherever you go to your destination like a city trip.There are also trains on Line 4 and Line 5 for express, and free transfers are faster than local trains such as Line 6.Even if you stand under the beautiful constellation on the ceiling, you will find out what the main lobby is.While in New York, everyone should try to walk this beautiful building./ Well .... impressive.It is soft and clean and has a bathroom and a nice arched oyster.It must be completed.And Saturday/Sunday is a waste of time.MTA is a joke.??It's not a safe place…/A wonderful building that can be around.It's ashamed, but they agreed to put the Apple Store in it.It is worth seeing and there are various foods and drinks options.It was much more impressive than I thought!/Very well managed and preserved terminal.I'm in the movie.The ceiling has a constellation and lights drawn like stars.It is a large terminal.The glorious main hall, decorated with Tennessee's marble floor and Italian marble ticket office, is covered with an arched ceiling depicting the constellation designed by the French painter Paul C? Sar Helleu.When the commuters complained that the sky was upside down (it was drawn as if looking down from the top), it was insisted to be intentional (perhaps I don't want to admit the error)..The interior is so cool and there are many places to eat in the restaurant.The ceiling was probably my favorite part!/That details and plans went into this station.Don't just run around, but spend time to enjoy architecture and build.The overall structure is well and it is not bad to transfer with other trains.The memory of this station is that you have to get a LIRR ticket in order not to use the LIRR ticket after a month.I tried to deal with the recent news of the huge ticket gate, but again, it is closer to the systematic problem of NYC that has flowed into the MTA rather than the MTA's fault./ I had great expectations for the New York subway, but I used this transportation system.Is completely disaster.First of all, the train was frequently delayed, and when the next train would arrive, I waited for a long time at the platform without any information.The air conditioning of some trains was not noticeable because it was not present or too weak.On the hot summer day, the train was like a sauna, and by the time I arrived at my destination, my sweat was soaked.I have seen many times that rats wander around the track, and some stations have a terrible smell.The lack of cleanliness felt that it was unstable and not safe.As a tourist, I knew it was difficult to explore the system and often found that I was lost or riding a wrong train.It became more difficult to find a way because of the lack of clear signs and announcements.Frequent delays, overcrowded trains, lack of air conditioning, dirty stations, and confusing maps have been an unpleasant and stressful experience.I will not recommend this transportation system to anyone.Clean the station because there are many passengers on weekends and labor days.I'm very glad to see this station and it's fortunate to be stored .../The beautiful thing is that cleanliness, information services and security are all in your service, clarifying inquiries and modifying the path.Is bad and there's no way to improve it.The platform is small and not safe.Train 7 is relatively new, clean and much cleaner than other routes.The Central Terminal (GCT, Grand Central Station [N 2] or simply called Grand Central) is a commuter train terminal located in 42st Street in Manhattan Midtown, New York City and Park Avenue.Grand Central connects the northern part of New York to the southern part of the Harlem, Hudson, and New HAVEN routes of Metro-North Railroad.In addition, it is connected to the Long Island Railroad through the Grand Central Madison station, a 16-acre (65,000m2) rail terminal under the Metro-North station built from 2007 to 2023.The terminal is also connected to New York City.Grand Central? 42nd Street Ride the subway.The terminal is the second -largest train station in North America, following the New York Penn Station.Borjar design contains numerous works of art.Grand Central Terminal is one of the top 10 tourist attractions in the world.In 2018, 21.6 million visitors visited except for train and subway passengers. [3]The central hall of the terminal is often used as a meeting place, especially on movies and TVs.The Grand Central Terminal has a variety of shops and food stores, including high -end restaurants, bars, food halls and grocery markets.The building is also famous for libraries, event halls, tennis clubs, control centers, railroad offices, and underground power plants.It was named after that name.It also operated in New York, New Haven, Heartford Rail and later in New York's Central Railway.Opened in 1913, the terminal was built on two previous sites with a similar name, the first of which was built in 1871.The Grand Central Terminal operated a train between cities until 1991, when AMTRAK began the train route through a nearby PENN station. "
